1, 7, 7, 0, 0, 0
2, 7, 3, 3, 0, 0
3, 9, 2, 0, 0, 0
4, 9, 2, 2, 0, 0
5, 10, 1, 0, 0, 0
6, 12, 2, 0, 0, 0
7, 11, 3, 4, 0, 0
8, 16, 5, 0, 0, 0
9, 15, 8, 9, 0, 0
10, 23, 10, 2, 0, 0
11, 20, 13, 16, 0, 0
12, 27, 8, 1, 0, 0
13, 30, 13, 10, 0, 0
14, 42, 12, 0, 0, 0
15, 30, 12, 24, 0, 0
16, 39, 17, 8, 0, 0
17, 37, 17, 19, 0, 0
18, 48, 21, 10, 0, 0
19, 46, 26, 28, 0, 0
20, 54, 30, 22, 0, 0
21, 56, 22, 20, 0, 0
22, 61, 23, 18, 0, 0
23, 67, 27, 21, 0, 0
24, 61, 28, 34, 0, 0
25, 62, 34, 33, 0, 0
26, 49, 21, 34, 0, 0
27, 67, 36, 18, 0, 0
28, 67, 36, 36, 0, 0
29, 72, 25, 20, 0, 0
30, 69, 21, 24, 0, 0
31, 83, 33, 19, 0, 0
32, 85, 36, 34, 0, 0
33, 83, 32, 34, 0, 0
34, 71, 32, 44, 0, 0
35, 86, 43, 28, 0, 0
36, 68, 26, 44, 0, 0
37, 85, 39, 22, 0, 0
38, 64, 25, 46, 0, 0
39, 79, 46, 31, 0, 0
40, 91, 50, 38, 0, 0
41, 90, 35, 36, 0, 0
42, 97, 38, 31, 0, 0
43, 116, 55, 36, 0, 0
44, 104, 46, 58, 0, 0
45, 114, 50, 40, 0, 0
46, 101, 49, 62, 0, 0
47, 121, 56, 36, 0, 0
48, 101, 49, 69, 0, 0
49, 126, 53, 28, 0, 0
50, 97, 38, 67, 0, 0
51, 101, 37, 33, 0, 0
52, 95, 41, 47, 0, 0
53, 102, 37, 30, 0, 0
54, 103, 43, 42, 0, 0
55, 129, 55, 29, 0, 0
56, 100, 46, 75, 0, 0
57, 104, 50, 46, 0, 0
58, 109, 47, 42, 0, 0
59, 113, 48, 44, 0, 0
60, 83, 38, 68, 0, 0
61, 95, 44, 32, 0, 0
62, 103, 37, 29, 0, 0
63, 101, 42, 44, 0, 0
64, 109, 48, 40, 0, 0
65, 107, 45, 47, 0, 0
66, 108, 49, 48, 0, 0
67, 121, 61, 48, 0, 0
68, 131, 60, 50, 0, 0
69, 109, 36, 58, 0, 0
70, 112, 54, 51, 0, 0
71, 114, 46, 44, 0, 0
72, 98, 46, 62, 0, 0
73, 108, 50, 40, 0, 0
74, 88, 40, 60, 0, 0
75, 110, 62, 40, 0, 0
76, 92, 40, 58, 0, 0
77, 92, 38, 38, 0, 0
78, 92, 38, 38, 0, 0
79, 102, 38, 28, 0, 0
80, 118, 50, 34, 0, 0
81, 136, 58, 40, 0, 0
82, 140, 60, 56, 0, 0
83, 136, 61, 65, 0, 0
84, 141, 69, 64, 0, 0
85, 113, 52, 80, 0, 0
86, 143, 74, 44, 0, 0
87, 95, 48, 96, 0, 0
88, 113, 48, 30, 0, 0
89, 109, 52, 56, 0, 0
90, 125, 62, 46, 0, 0
91, 111, 48, 62, 0, 0
92, 105, 42, 48, 0, 0
93, 99, 50, 56, 0, 0
94, 99, 40, 40, 0, 0
95, 129, 60, 30, 0, 0
96, 99, 34, 64, 0, 0
97, 117, 50, 32, 0, 0
98, 131, 54, 40, 0, 0
99, 103, 42, 70, 0, 0
100, 107, 42, 38, 0, 0
101, 103, 32, 36, 0, 0
102, 111, 42, 34, 0, 0
103, 121, 42, 32, 0, 0
104, 115, 46, 52, 0, 0
105, 115, 46, 46, 0, 0
106, 105, 40, 50, 0, 0
107, 115, 46, 36, 0, 0
108, 117, 40, 38, 0, 0
109, 111, 44, 50, 0, 0
110, 141, 58, 28, 0, 0
111, 131, 56, 66, 0, 0
112, 167, 60, 24, 0, 0
113, 149, 78, 96, 0, 0
114, 197, 76, 28, 0, 0
115, 183, 76, 90, 0, 0
116, 201, 62, 44, 0, 0
117, 169, 68, 100, 0, 0
118, 175, 68, 62, 0, 0
119, 137, 54, 92, 0, 0
120, 115, 44, 66, 0, 0
121, 129, 44, 30, 0, 0
122, 133, 42, 38, 0, 0
123, 137, 34, 30, 0, 0
124, 127, 44, 54, 0, 0
125, 127, 46, 46, 0, 0
126, 135, 46, 38, 0, 0
127, 121, 44, 58, 0, 0
128, 115, 36, 42, 0, 0
129, 121, 44, 38, 0, 0
130, 129, 42, 34, 0, 0
131, 163, 62, 28, 0, 0
132, 123, 50, 90, 0, 0
133, 137, 52, 38, 0, 0
134, 143, 64, 58, 0, 0
135, 147, 44, 40, 0, 0
136, 175, 64, 36, 0, 0
137, 173, 54, 56, 0, 0
138, 183, 76, 66, 0, 0
139, 187, 76, 72, 0, 0
140, 153, 62, 96, 0, 0
141, 171, 84, 66, 0, 0
142, 129, 56, 98, 0, 0
143, 123, 66, 72, 0, 0
144, 109, 48, 62, 0, 0
145, 133, 64, 40, 0, 0
146, 131, 56, 58, 0, 0
147, 111, 50, 70, 0, 0
148, 125, 50, 36, 0, 0
149, 137, 58, 46, 0, 0
150, 189, 68, 16, 0, 0
151, 123, 54, 120, 0, 0
152, 135, 68, 56, 0, 0
153, 131, 70, 74, 0, 0
154, 129, 60, 62, 0, 0
155, 123, 44, 50, 0, 0
156, 135, 50, 38, 0, 0
157, 131, 48, 52, 0, 0
158, 123, 50, 58, 0, 0
159, 139, 64, 48, 0, 0
160, 131, 52, 60, 0, 0
161, 119, 54, 66, 0, 0
162, 139, 66, 46, 0, 0
163, 109, 42, 72, 0, 0
164, 93, 44, 60, 0, 0
165, 105, 42, 30, 0, 0
166, 101, 32, 36, 0, 0
167, 99, 36, 38, 0, 0
168, 93, 22, 28, 0, 0
169, 99, 28, 22, 0, 0
170, 93, 26, 32, 0, 0
171, 91, 28, 30, 0, 0
172, 73, 14, 32, 0, 0
173, 57, 12, 28, 0, 0
174, 55, 12, 14, 0, 0
175, 55, 10, 10, 0, 0
176, 55, 10, 10, 0, -1
177, 55, 10, 10, 0, -1
178, 55, 10, 10, 0, -1
179, 55, 10, 10, 0, -1
180, 55, 10, 10, 0, -1
181, 55, 10, 10, 0, -1
182, 55, 10, 10, 0, -1
183, 55, 10, 10, 0, -1
184, 55, 10, 10, 0, -1
185, 55, 10, 10, 0, -1
186, 55, 10, 10, 0, -1
187, 55, 10, 10, 0, -1
188, 55, 10, 10, 0, -1
189, 55, 10, 10, 0, -1
190, 55, 10, 10, 0, -1
191, 55, 10, 10, 0, -1
192, 55, 10, 10, 0, -1
193, 55, 10, 10, 0, -1
194, 55, 10, 10, 0, -1
195, 55, 10, 10, 0, -1
196, 55, 10, 10, 0, -1
197, 55, 10, 10, 0, -1
198, 55, 10, 10, 0, -1
199, 55, 10, 10, 0, -1
200, 55, 10, 10, 0, -1
201, 55, 10, 10, 0, -1
202, 55, 10, 10, 0, -1
203, 55, 10, 10, 0, -1
204, 55, 10, 10, 0, -1
205, 55, 10, 10, 0, -1
206, 55, 10, 10, 0, -1
207, 55, 10, 10, 0, -1
208, 55, 10, 10, 0, -1
209, 55, 10, 10, 0, -1
210, 55, 10, 10, 0, -1
211, 55, 10, 10, 0, -1
212, 55, 10, 10, 0, -1
213, 55, 10, 10, 0, -1
214, 55, 10, 10, 0, -1
215, 55, 10, 10, 0, -1
216, 55, 10, 10, 0, -1
217, 55, 10, 10, 0, -1
218, 55, 10, 10, 0, -1
219, 55, 10, 10, 0, -1
220, 55, 10, 10, 0, -1
221, 55, 10, 10, 0, -1
222, 55, 10, 10, 0, -1
223, 55, 10, 10, 0, -1
224, 55, 10, 10, 0, -1
